agents,map_file,solver,solved,soc,soc_lb,makespan,makespan_lb,sum_of_loss,sum_of_loss_lb,comp_time,seed,Opti_Deadline,Bool_Opti,Scenario_File,N
20,ht_chantry.map,planner,1,2153,2005,171,171,2046,2005,2,0,0,False,ht_chantry-random-5.scen,20
20,ht_chantry.map,planner,1,2153,2005,171,171,2046,2005,2,0,0,True,ht_chantry-random-5.scen,20
20,ht_chantry.map,planner,1,2153,2005,171,171,2046,2005,2,0,1,True,ht_chantry-random-5.scen,20
20,ht_chantry.map,planner,1,2153,2005,171,171,2046,2005,2,0,4,True,ht_chantry-random-5.scen,20
20,ht_chantry.map,planner,1,2153,2005,171,171,2046,2005,2,0,16,True,ht_chantry-random-5.scen,20
20,ht_chantry.map,planner,1,2153,2005,171,171,2046,2005,2,0,64,True,ht_chantry-random-5.scen,20
20,ht_chantry.map,planner,1,2153,2005,171,171,2046,2005,2,0,256,True,ht_chantry-random-5.scen,20
80,ht_chantry.map,planner,1,9361,8163,203,203,8654,8163,9,0,0,False,ht_chantry-random-5.scen,80
80,ht_chantry.map,planner,1,9361,8163,203,203,8654,8163,10,0,0,True,ht_chantry-random-5.scen,80
80,ht_chantry.map,planner,1,9968,8163,203,203,8603,8163,10,0,1,True,ht_chantry-random-5.scen,80
80,ht_chantry.map,planner,1,9968,8163,203,203,8603,8163,11,0,4,True,ht_chantry-random-5.scen,80
80,ht_chantry.map,planner,1,9968,8163,203,203,8603,8163,10,0,16,True,ht_chantry-random-5.scen,80
80,ht_chantry.map,planner,1,9968,8163,203,203,8603,8163,11,0,64,True,ht_chantry-random-5.scen,80
80,ht_chantry.map,planner,1,9968,8163,203,203,8603,8163,10,0,256,True,ht_chantry-random-5.scen,80
140,ht_chantry.map,planner,1,17460,14076,203,203,15323,14076,20,0,0,False,ht_chantry-random-5.scen,140
140,ht_chantry.map,planner,1,17460,14076,203,203,15323,14076,20,0,0,True,ht_chantry-random-5.scen,140
140,ht_chantry.map,planner,1,17190,14076,203,203,15251,14076,21,0,1,True,ht_chantry-random-5.scen,140
140,ht_chantry.map,planner,1,17377,14076,205,203,15217,14076,21,0,4,True,ht_chantry-random-5.scen,140
140,ht_chantry.map,planner,1,17377,14076,205,203,15217,14076,22,0,16,True,ht_chantry-random-5.scen,140
140,ht_chantry.map,planner,1,17377,14076,205,203,15217,14076,20,0,64,True,ht_chantry-random-5.scen,140
140,ht_chantry.map,planner,1,17377,14076,205,203,15217,14076,22,0,256,True,ht_chantry-random-5.scen,140
200,ht_chantry.map,planner,1,25375,19547,212,203,21738,19547,33,0,0,False,ht_chantry-random-5.scen,200
200,ht_chantry.map,planner,1,25375,19547,212,203,21738,19547,31,0,0,True,ht_chantry-random-5.scen,200
200,ht_chantry.map,planner,1,25040,19547,203,203,21534,19547,39,0,1,True,ht_chantry-random-5.scen,200
200,ht_chantry.map,planner,1,24925,19547,206,203,21429,19547,45,0,4,True,ht_chantry-random-5.scen,200
200,ht_chantry.map,planner,1,24879,19547,203,203,21442,19547,68,0,16,True,ht_chantry-random-5.scen,200
200,ht_chantry.map,planner,1,24845,19547,203,203,21443,19547,160,0,64,True,ht_chantry-random-5.scen,200
200,ht_chantry.map,planner,1,25392,19547,203,203,21528,19547,182,0,256,True,ht_chantry-random-5.scen,200
260,ht_chantry.map,planner,1,33987,25650,203,203,29117,25650,43,0,0,False,ht_chantry-random-5.scen,260
260,ht_chantry.map,planner,1,33987,25650,203,203,29117,25650,42,0,0,True,ht_chantry-random-5.scen,260
260,ht_chantry.map,planner,1,33132,25650,203,203,28423,25650,56,0,1,True,ht_chantry-random-5.scen,260
260,ht_chantry.map,planner,1,33058,25650,203,203,28434,25650,75,0,4,True,ht_chantry-random-5.scen,260
260,ht_chantry.map,planner,1,33119,25650,203,203,28447,25650,162,0,16,True,ht_chantry-random-5.scen,260
260,ht_chantry.map,planner,1,32675,25650,203,203,28244,25650,415,0,64,True,ht_chantry-random-5.scen,260
260,ht_chantry.map,planner,1,32919,25650,206,203,28483,25650,1366,0,256,True,ht_chantry-random-5.scen,260
320,ht_chantry.map,planner,1,42210,30916,203,203,35759,30916,59,0,0,False,ht_chantry-random-5.scen,320
320,ht_chantry.map,planner,1,42210,30916,203,203,35759,30916,55,0,0,True,ht_chantry-random-5.scen,320
320,ht_chantry.map,planner,1,42221,30916,206,203,35813,30916,81,0,1,True,ht_chantry-random-5.scen,320
320,ht_chantry.map,planner,1,41755,30916,203,203,35464,30916,115,0,4,True,ht_chantry-random-5.scen,320
320,ht_chantry.map,planner,1,41318,30916,207,203,34928,30916,239,0,16,True,ht_chantry-random-5.scen,320
320,ht_chantry.map,planner,1,41541,30916,204,203,35367,30916,802,0,64,True,ht_chantry-random-5.scen,320
320,ht_chantry.map,planner,1,41679,30916,205,203,35301,30916,3865,0,256,True,ht_chantry-random-5.scen,320
380,ht_chantry.map,planner,1,51711,36536,204,203,43494,36536,71,0,0,False,ht_chantry-random-5.scen,380
380,ht_chantry.map,planner,1,51711,36536,204,203,43494,36536,74,0,0,True,ht_chantry-random-5.scen,380
380,ht_chantry.map,planner,1,50871,36536,206,203,42794,36536,97,0,1,True,ht_chantry-random-5.scen,380
380,ht_chantry.map,planner,1,51566,36536,206,203,43229,36536,149,0,4,True,ht_chantry-random-5.scen,380
380,ht_chantry.map,planner,1,50538,36536,208,203,42749,36536,407,0,16,True,ht_chantry-random-5.scen,380
380,ht_chantry.map,planner,1,50425,36536,214,203,42688,36536,1164,0,64,True,ht_chantry-random-5.scen,380
380,ht_chantry.map,planner,1,50383,36536,203,203,42389,36536,3507,0,256,True,ht_chantry-random-5.scen,380
20,ht_chantry.map,planner,1,1708,1693,190,190,1708,1693,2,0,0,False,ht_chantry-random-12.scen,20
20,ht_chantry.map,planner,1,1708,1693,190,190,1708,1693,2,0,0,True,ht_chantry-random-12.scen,20
20,ht_chantry.map,planner,1,1708,1693,190,190,1708,1693,2,0,1,True,ht_chantry-random-12.scen,20
20,ht_chantry.map,planner,1,1708,1693,190,190,1708,1693,2,0,4,True,ht_chantry-random-12.scen,20
20,ht_chantry.map,planner,1,1708,1693,190,190,1708,1693,2,0,16,True,ht_chantry-random-12.scen,20
20,ht_chantry.map,planner,1,1708,1693,190,190,1708,1693,2,0,64,True,ht_chantry-random-12.scen,20
20,ht_chantry.map,planner,1,1708,1693,190,190,1708,1693,2,0,256,True,ht_chantry-random-12.scen,20
80,ht_chantry.map,planner,1,8052,6817,190,190,7274,6817,9,0,0,False,ht_chantry-random-12.scen,80
80,ht_chantry.map,planner,1,8052,6817,190,190,7274,6817,8,0,0,True,ht_chantry-random-12.scen,80
80,ht_chantry.map,planner,1,7905,6817,190,190,7226,6817,8,0,1,True,ht_chantry-random-12.scen,80
80,ht_chantry.map,planner,1,7905,6817,190,190,7226,6817,9,0,4,True,ht_chantry-random-12.scen,80
80,ht_chantry.map,planner,1,7905,6817,190,190,7226,6817,9,0,16,True,ht_chantry-random-12.scen,80
80,ht_chantry.map,planner,1,7905,6817,190,190,7226,6817,9,0,64,True,ht_chantry-random-12.scen,80
80,ht_chantry.map,planner,1,7905,6817,190,190,7226,6817,9,0,256,True,ht_chantry-random-12.scen,80
140,ht_chantry.map,planner,1,15724,12705,195,195,13869,12705,20,0,0,False,ht_chantry-random-12.scen,140
140,ht_chantry.map,planner,1,15724,12705,195,195,13869,12705,18,0,0,True,ht_chantry-random-12.scen,140
140,ht_chantry.map,planner,1,15185,12705,195,195,13659,12705,20,0,1,True,ht_chantry-random-12.scen,140
140,ht_chantry.map,planner,1,15275,12705,195,195,13648,12705,19,0,4,True,ht_chantry-random-12.scen,140
140,ht_chantry.map,planner,1,15275,12705,195,195,13648,12705,22,0,16,True,ht_chantry-random-12.scen,140
140,ht_chantry.map,planner,1,15275,12705,195,195,13648,12705,20,0,64,True,ht_chantry-random-12.scen,140
140,ht_chantry.map,planner,1,15275,12705,195,195,13648,12705,21,0,256,True,ht_chantry-random-12.scen,140
