agents,map_file,solver,solved,soc,soc_lb,makespan,makespan_lb,sum_of_loss,sum_of_loss_lb,comp_time,seed,Opti_Deadline,Bool_Opti,Experiment_Number
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,2,False,1
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,2,False,2
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,2,False,3
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,2,False,4
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,2,False,5
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,2,False,6
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,2,False,7
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,2,False,8
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,2,False,9
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,2,False,10
180,random-32-32-20.map,planner,1,6565,4104,78,49,5652,4104,5560,0,2,True,1
180,random-32-32-20.map,planner,1,6565,4104,78,49,5652,4104,5654,0,2,True,2
180,random-32-32-20.map,planner,1,6565,4104,78,49,5652,4104,5580,0,2,True,3
180,random-32-32-20.map,planner,1,6565,4104,78,49,5652,4104,5622,0,2,True,4
180,random-32-32-20.map,planner,1,6565,4104,78,49,5652,4104,5598,0,2,True,5
180,random-32-32-20.map,planner,1,6565,4104,78,49,5652,4104,5613,0,2,True,6
180,random-32-32-20.map,planner,1,6565,4104,78,49,5652,4104,5611,0,2,True,7
180,random-32-32-20.map,planner,1,6565,4104,78,49,5652,4104,5573,0,2,True,8
180,random-32-32-20.map,planner,1,6565,4104,78,49,5652,4104,5632,0,2,True,9
180,random-32-32-20.map,planner,1,6565,4104,78,49,5652,4104,5628,0,2,True,10
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,3,False,1
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,3,False,2
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,3,False,3
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,3,False,4
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,3,False,5
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,3,False,6
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,3,False,7
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,3,False,8
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,3,False,9
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,3,False,10
180,random-32-32-20.map,planner,1,7027,4104,107,49,5742,4104,3913,0,3,True,1
180,random-32-32-20.map,planner,1,7027,4104,107,49,5742,4104,3845,0,3,True,2
180,random-32-32-20.map,planner,1,7027,4104,107,49,5742,4104,3946,0,3,True,3
180,random-32-32-20.map,planner,1,7027,4104,107,49,5742,4104,3866,0,3,True,4
180,random-32-32-20.map,planner,1,7027,4104,107,49,5742,4104,3902,0,3,True,5
180,random-32-32-20.map,planner,1,7027,4104,107,49,5742,4104,3904,0,3,True,6
180,random-32-32-20.map,planner,1,7027,4104,107,49,5742,4104,3896,0,3,True,7
180,random-32-32-20.map,planner,1,7027,4104,107,49,5742,4104,3887,0,3,True,8
180,random-32-32-20.map,planner,1,7027,4104,107,49,5742,4104,3887,0,3,True,9
180,random-32-32-20.map,planner,1,7027,4104,107,49,5742,4104,3893,0,3,True,10
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,4,False,1
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,4,False,2
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,4,False,3
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,4,False,4
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,4,False,5
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,4,False,6
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,4,False,7
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,4,False,8
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,4,False,9
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,4,False,10
180,random-32-32-20.map,planner,1,9812,4104,184,49,7241,4104,6557,0,4,True,1
180,random-32-32-20.map,planner,1,9812,4104,184,49,7241,4104,6516,0,4,True,2
180,random-32-32-20.map,planner,1,9254,4104,163,49,6992,4104,6525,0,4,True,3
180,random-32-32-20.map,planner,1,9812,4104,184,49,7241,4104,6499,0,4,True,4
180,random-32-32-20.map,planner,1,9812,4104,184,49,7241,4104,6554,0,4,True,5
180,random-32-32-20.map,planner,1,9812,4104,184,49,7241,4104,6610,0,4,True,6
180,random-32-32-20.map,planner,1,9812,4104,184,49,7241,4104,6627,0,4,True,7
180,random-32-32-20.map,planner,1,9812,4104,184,49,7241,4104,6587,0,4,True,8
180,random-32-32-20.map,planner,1,9812,4104,184,49,7241,4104,6547,0,4,True,9
180,random-32-32-20.map,planner,1,9812,4104,184,49,7241,4104,6480,0,4,True,10
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,5,False,1
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,5,False,2
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,5,False,3
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,5,False,4
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,5,False,5
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,5,False,6
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,5,False,7
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,5,False,8
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,5,False,9
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,5,False,10
180,random-32-32-20.map,planner,1,7524,4104,118,49,6093,4104,1048,0,5,True,1
180,random-32-32-20.map,planner,1,7524,4104,118,49,6093,4104,1047,0,5,True,2
180,random-32-32-20.map,planner,1,9812,4104,184,49,7241,4104,6529,0,5,True,3
180,random-32-32-20.map,planner,1,7524,4104,118,49,6093,4104,1051,0,5,True,4
180,random-32-32-20.map,planner,1,9812,4104,184,49,7241,4104,7155,0,5,True,5
180,random-32-32-20.map,planner,1,7524,4104,118,49,6093,4104,1042,0,5,True,6
180,random-32-32-20.map,planner,1,8380,4104,149,49,6531,4104,36427,0,5,True,7
180,random-32-32-20.map,planner,1,7524,4104,118,49,6093,4104,1051,0,5,True,8
180,random-32-32-20.map,planner,1,7524,4104,118,49,6093,4104,1049,0,5,True,9
180,random-32-32-20.map,planner,1,7524,4104,118,49,6093,4104,1048,0,5,True,10
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,6,False,1
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,6,False,2
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,6,False,3
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,6,False,4
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,6,False,5
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,6,False,6
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,6,False,7
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,6,False,8
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,6,False,9
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,6,False,10
180,random-32-32-20.map,planner,1,7524,4104,118,49,6093,4104,1044,0,6,True,1
180,random-32-32-20.map,planner,1,7524,4104,118,49,6093,4104,1053,0,6,True,2
180,random-32-32-20.map,planner,1,7524,4104,118,49,6093,4104,1057,0,6,True,3
180,random-32-32-20.map,planner,1,7524,4104,118,49,6093,4104,1059,0,6,True,4
180,random-32-32-20.map,planner,1,7524,4104,118,49,6093,4104,1049,0,6,True,5
180,random-32-32-20.map,planner,1,8315,4104,141,49,6444,4104,36496,0,6,True,6
180,random-32-32-20.map,planner,1,7524,4104,118,49,6093,4104,1050,0,6,True,7
180,random-32-32-20.map,planner,1,7524,4104,118,49,6093,4104,1044,0,6,True,8
180,random-32-32-20.map,planner,1,7524,4104,118,49,6093,4104,1042,0,6,True,9
180,random-32-32-20.map,planner,1,7524,4104,118,49,6093,4104,1051,0,6,True,10
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,7,False,1
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,7,False,2
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,7,False,3
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,7,False,4
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,7,False,5
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,7,False,6
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,7,False,7
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,7,False,8
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,7,False,9
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,7,False,10
180,random-32-32-20.map,planner,1,7313,4104,121,49,5975,4104,12351,0,7,True,1
180,random-32-32-20.map,planner,1,7313,4104,121,49,5975,4104,11946,0,7,True,2
180,random-32-32-20.map,planner,1,7313,4104,121,49,5975,4104,11672,0,7,True,3
180,random-32-32-20.map,planner,1,7383,4104,124,49,6049,4104,6201,0,7,True,4
180,random-32-32-20.map,planner,1,7313,4104,121,49,5975,4104,11809,0,7,True,5
180,random-32-32-20.map,planner,1,7313,4104,121,49,5975,4104,11780,0,7,True,6
180,random-32-32-20.map,planner,1,7313,4104,121,49,5975,4104,11840,0,7,True,7
180,random-32-32-20.map,planner,1,7313,4104,121,49,5975,4104,11836,0,7,True,8
180,random-32-32-20.map,planner,1,7313,4104,121,49,5975,4104,11920,0,7,True,9
180,random-32-32-20.map,planner,1,7071,4104,106,49,5932,4104,6212,0,7,True,10
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,8,False,1
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,8,False,2
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,8,False,3
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,8,False,4
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,8,False,5
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,8,False,6
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,8,False,7
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,8,False,8
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,8,False,9
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,8,False,10
180,random-32-32-20.map,planner,1,7313,4104,121,49,5975,4104,12955,0,8,True,1
180,random-32-32-20.map,planner,1,7313,4104,121,49,5975,4104,12886,0,8,True,2
180,random-32-32-20.map,planner,1,7313,4104,121,49,5975,4104,12880,0,8,True,3
180,random-32-32-20.map,planner,1,7313,4104,121,49,5975,4104,13059,0,8,True,4
180,random-32-32-20.map,planner,1,7313,4104,121,49,5975,4104,12798,0,8,True,5
180,random-32-32-20.map,planner,1,7313,4104,121,49,5975,4104,12892,0,8,True,6
180,random-32-32-20.map,planner,1,7313,4104,121,49,5975,4104,12778,0,8,True,7
180,random-32-32-20.map,planner,1,7313,4104,121,49,5975,4104,12955,0,8,True,8
180,random-32-32-20.map,planner,1,7313,4104,121,49,5975,4104,12856,0,8,True,9
180,random-32-32-20.map,planner,1,7313,4104,121,49,5975,4104,12721,0,8,True,10
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,9,False,1
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,9,False,2
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,9,False,3
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,9,False,4
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,9,False,5
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,9,False,6
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,9,False,7
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,9,False,8
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,9,False,9
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,9,False,10
180,random-32-32-20.map,planner,1,7313,4104,121,49,5975,4104,12703,0,9,True,1
180,random-32-32-20.map,planner,1,7313,4104,121,49,5975,4104,12804,0,9,True,2
180,random-32-32-20.map,planner,1,7313,4104,121,49,5975,4104,12639,0,9,True,3
180,random-32-32-20.map,planner,1,7313,4104,121,49,5975,4104,12804,0,9,True,4
180,random-32-32-20.map,planner,1,7313,4104,121,49,5975,4104,12855,0,9,True,5
180,random-32-32-20.map,planner,1,7313,4104,121,49,5975,4104,12750,0,9,True,6
180,random-32-32-20.map,planner,1,7313,4104,121,49,5975,4104,12881,0,9,True,7
180,random-32-32-20.map,planner,1,7313,4104,121,49,5975,4104,12797,0,9,True,8
180,random-32-32-20.map,planner,1,7313,4104,121,49,5975,4104,12827,0,9,True,9
180,random-32-32-20.map,planner,1,7313,4104,121,49,5975,4104,12899,0,9,True,10
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,10,False,1
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,10,False,2
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,10,False,3
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,10,False,4
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,10,False,5
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,10,False,6
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,10,False,7
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,10,False,8
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,10,False,9
180,random-32-32-20.map,planner,1,7557,4104,76,49,6543,4104,4,0,10,False,10
180,random-32-32-20.map,planner,1,7313,4104,121,49,5975,4104,12876,0,10,True,1
180,random-32-32-20.map,planner,1,7313,4104,121,49,5975,4104,12845,0,10,True,2
180,random-32-32-20.map,planner,1,7313,4104,121,49,5975,4104,12923,0,10,True,3
180,random-32-32-20.map,planner,1,7313,4104,121,49,5975,4104,13001,0,10,True,4
180,random-32-32-20.map,planner,1,7313,4104,121,49,5975,4104,12979,0,10,True,5
180,random-32-32-20.map,planner,1,7313,4104,121,49,5975,4104,12871,0,10,True,6
180,random-32-32-20.map,planner,1,7313,4104,121,49,5975,4104,12938,0,10,True,7
180,random-32-32-20.map,planner,1,7313,4104,121,49,5975,4104,12865,0,10,True,8
180,random-32-32-20.map,planner,1,7313,4104,121,49,5975,4104,12854,0,10,True,9
180,random-32-32-20.map,planner,0,0,4104,0,49,0,4104,62823,0,10,True,10
