agents,map_file,solver,solved,soc,soc_lb,makespan,makespan_lb,sum_of_loss,sum_of_loss_lb,comp_time,seed,Opti_Deadline,Bool_Opti,Scenario_File
210,den520d.map,planner,1,38900,35364,410,410,36052,35364,143,0,0,False,den520d-random-17.scen
1258,1225
210,den520d.map,planner,1,38900,35364,410,410,36052,35364,126,0,0,True,den520d-random-17.scen
618,618
210,den520d.map,planner,1,38900,35364,410,410,36052,35364,127,0,1,False,den520d-random-17.scen
618,618
210,den520d.map,planner,1,39559,35364,410,410,36021,35364,133,0,1,True,den520d-random-17.scen
640,577
210,den520d.map,planner,1,38900,35364,410,410,36052,35364,126,0,10,False,den520d-random-17.scen
618,618
210,den520d.map,planner,1,39559,35364,410,410,36021,35364,132,0,10,True,den520d-random-17.scen
640,577
210,den520d.map,planner,1,38900,35364,410,410,36052,35364,127,0,100,False,den520d-random-17.scen
618,618
210,den520d.map,planner,1,39559,35364,410,410,36021,35364,125,0,100,True,den520d-random-17.scen
640,577
210,den520d.map,planner,1,38900,35364,410,410,36052,35364,124,0,1000,False,den520d-random-17.scen
618,618
210,den520d.map,planner,1,39559,35364,410,410,36021,35364,128,0,1000,True,den520d-random-17.scen
640,577
210,den520d.map,planner,1,42327,37484,383,383,38198,37484,129,0,0,False,den520d-random-2.scen
618,618
210,den520d.map,planner,1,42327,37484,383,383,38198,37484,129,0,0,True,den520d-random-2.scen
618,618
210,den520d.map,planner,1,42327,37484,383,383,38198,37484,125,0,1,False,den520d-random-2.scen
618,618
210,den520d.map,planner,1,43100,37484,383,383,38151,37484,126,0,1,True,den520d-random-2.scen
606,574
210,den520d.map,planner,1,42327,37484,383,383,38198,37484,138,0,10,False,den520d-random-2.scen
618,618
210,den520d.map,planner,1,43100,37484,383,383,38151,37484,126,0,10,True,den520d-random-2.scen
606,574
210,den520d.map,planner,1,42327,37484,383,383,38198,37484,121,0,100,False,den520d-random-2.scen
618,618
210,den520d.map,planner,1,43100,37484,383,383,38151,37484,130,0,100,True,den520d-random-2.scen
606,574
210,den520d.map,planner,1,42327,37484,383,383,38198,37484,133,0,1000,False,den520d-random-2.scen
618,618
210,den520d.map,planner,1,43100,37484,383,383,38151,37484,119,0,1000,True,den520d-random-2.scen
606,574
210,den520d.map,planner,1,39803,35382,408,408,36067,35382,124,0,0,False,den520d-random-10.scen
606,606
210,den520d.map,planner,1,39803,35382,408,408,36067,35382,128,0,0,True,den520d-random-10.scen
606,606
210,den520d.map,planner,1,39803,35382,408,408,36067,35382,121,0,1,False,den520d-random-10.scen
606,606
210,den520d.map,planner,1,40664,35382,408,408,36023,35382,125,0,1,True,den520d-random-10.scen
580,556
210,den520d.map,planner,1,39803,35382,408,408,36067,35382,121,0,10,False,den520d-random-10.scen
606,606
210,den520d.map,planner,1,40664,35382,408,408,36023,35382,123,0,10,True,den520d-random-10.scen
580,556
210,den520d.map,planner,1,39803,35382,408,408,36067,35382,121,0,100,False,den520d-random-10.scen
606,606
210,den520d.map,planner,1,40664,35382,408,408,36023,35382,134,0,100,True,den520d-random-10.scen
580,556
210,den520d.map,planner,1,39803,35382,408,408,36067,35382,127,0,1000,False,den520d-random-10.scen
606,606
210,den520d.map,planner,1,40664,35382,408,408,36023,35382,135,0,1000,True,den520d-random-10.scen
580,556
210,den520d.map,planner,1,39994,35455,417,417,36221,35455,126,0,0,False,den520d-random-13.scen
673,673
210,den520d.map,planner,1,39994,35455,417,417,36221,35455,119,0,0,True,den520d-random-13.scen
673,673
210,den520d.map,planner,1,39994,35455,417,417,36221,35455,124,0,1,False,den520d-random-13.scen
673,673
210,den520d.map,planner,1,39952,35455,417,417,36159,35455,141,0,1,True,den520d-random-13.scen
634,601
210,den520d.map,planner,1,39994,35455,417,417,36221,35455,137,0,10,False,den520d-random-13.scen
673,673
210,den520d.map,planner,1,39952,35455,417,417,36159,35455,125,0,10,True,den520d-random-13.scen
634,601
210,den520d.map,planner,1,39994,35455,417,417,36221,35455,131,0,100,False,den520d-random-13.scen
673,673
210,den520d.map,planner,1,39952,35455,417,417,36159,35455,130,0,100,True,den520d-random-13.scen
634,601
210,den520d.map,planner,1,39994,35455,417,417,36221,35455,125,0,1000,False,den520d-random-13.scen
673,673
210,den520d.map,planner,1,39952,35455,417,417,36159,35455,129,0,1000,True,den520d-random-13.scen
634,601
210,den520d.map,planner,1,40448,35528,433,433,36395,35528,124,0,0,False,den520d-random-12.scen
781,781
210,den520d.map,planner,1,40448,35528,433,433,36395,35528,130,0,0,True,den520d-random-12.scen
781,781
210,den520d.map,planner,1,40448,35528,433,433,36395,35528,127,0,1,False,den520d-random-12.scen
781,781
210,den520d.map,planner,1,40389,35528,433,433,36318,35528,122,0,1,True,den520d-random-12.scen
747,703
210,den520d.map,planner,1,40448,35528,433,433,36395,35528,125,0,10,False,den520d-random-12.scen
781,781
210,den520d.map,planner,1,40389,35528,433,433,36318,35528,127,0,10,True,den520d-random-12.scen
747,703
210,den520d.map,planner,1,40448,35528,433,433,36395,35528,130,0,100,False,den520d-random-12.scen
781,781
210,den520d.map,planner,1,40389,35528,433,433,36318,35528,129,0,100,True,den520d-random-12.scen
747,703
210,den520d.map,planner,1,40448,35528,433,433,36395,35528,122,0,1000,False,den520d-random-12.scen
781,781
210,den520d.map,planner,1,40389,35528,433,433,36318,35528,130,0,1000,True,den520d-random-12.scen
747,703
210,den520d.map,planner,1,43316,38720,422,422,39463,38720,137,0,0,False,den520d-random-18.scen
667,667
210,den520d.map,planner,1,43316,38720,422,422,39463,38720,131,0,0,True,den520d-random-18.scen
667,667
210,den520d.map,planner,1,43316,38720,422,422,39463,38720,131,0,1,False,den520d-random-18.scen
667,667
210,den520d.map,planner,1,43306,38720,422,422,39371,38720,130,0,1,True,den520d-random-18.scen
606,577
210,den520d.map,planner,1,43316,38720,422,422,39463,38720,132,0,10,False,den520d-random-18.scen
667,667
210,den520d.map,planner,1,43306,38720,422,422,39371,38720,126,0,10,True,den520d-random-18.scen
606,577
210,den520d.map,planner,1,43316,38720,422,422,39463,38720,135,0,100,False,den520d-random-18.scen
667,667
210,den520d.map,planner,1,43306,38720,422,422,39371,38720,124,0,100,True,den520d-random-18.scen
606,577
