agents,map_file,solver,solved,soc,soc_lb,makespan,makespan_lb,sum_of_loss,sum_of_loss_lb,comp_time,seed,Opti_Deadline,Bool_Opti,Scenario_File
150,random-32-32-20.map,planner,1,5142,3398,68,49,4543,3398,45,0,100,False,random-32-32-20-random-11.scen
150,random-32-32-20.map,planner,1,5142,3398,68,49,4543,3398,45,0,100,True,random-32-32-20-random-11.scen
150,random-32-32-20.map,planner,1,5142,3398,68,49,4543,3398,45,0,1000,False,random-32-32-20-random-11.scen
150,random-32-32-20.map,planner,1,5142,3398,68,49,4543,3398,45,0,1000,True,random-32-32-20-random-11.scen
150,random-32-32-20.map,planner,1,5388,3203,62,42,4749,3203,3,0,0,False,random-32-32-20-random-3.scen
150,random-32-32-20.map,planner,1,5388,3203,62,42,4749,3203,3,0,0,True,random-32-32-20-random-3.scen
150,random-32-32-20.map,planner,1,5388,3203,62,42,4749,3203,3,0,1,False,random-32-32-20-random-3.scen
150,random-32-32-20.map,planner,1,5388,3203,62,42,4749,3203,3,0,1,True,random-32-32-20-random-3.scen
150,random-32-32-20.map,planner,1,5388,3203,62,42,4749,3203,3,0,10,False,random-32-32-20-random-3.scen
150,random-32-32-20.map,planner,1,5919,3203,113,42,4757,3203,81,0,10,True,random-32-32-20-random-3.scen
150,random-32-32-20.map,planner,1,5388,3203,62,42,4749,3203,3,0,100,False,random-32-32-20-random-3.scen
150,random-32-32-20.map,planner,1,5229,3203,83,42,4446,3203,609,0,100,True,random-32-32-20-random-3.scen
150,random-32-32-20.map,planner,1,5388,3203,62,42,4749,3203,3,0,1000,False,random-32-32-20-random-3.scen
150,random-32-32-20.map,planner,1,5266,3203,89,42,4504,3203,1075,0,1000,True,random-32-32-20-random-3.scen
150,random-32-32-20.map,planner,1,5321,3322,58,51,4706,3322,2,0,0,False,random-32-32-20-random-2.scen
150,random-32-32-20.map,planner,1,5321,3322,58,51,4706,3322,2,0,0,True,random-32-32-20-random-2.scen
150,random-32-32-20.map,planner,1,5321,3322,58,51,4706,3322,2,0,1,False,random-32-32-20-random-2.scen
150,random-32-32-20.map,planner,1,5828,3322,111,51,4784,3322,20,0,1,True,random-32-32-20-random-2.scen
150,random-32-32-20.map,planner,1,5321,3322,58,51,4706,3322,2,0,10,False,random-32-32-20-random-2.scen
150,random-32-32-20.map,planner,1,5199,3322,72,51,4446,3322,40,0,10,True,random-32-32-20-random-2.scen
150,random-32-32-20.map,planner,1,5321,3322,58,51,4706,3322,2,0,100,False,random-32-32-20-random-2.scen
150,random-32-32-20.map,planner,1,6094,3322,106,51,4734,3322,108,0,100,True,random-32-32-20-random-2.scen
150,random-32-32-20.map,planner,1,5321,3322,58,51,4706,3322,2,0,1000,False,random-32-32-20-random-2.scen
150,random-32-32-20.map,planner,1,6094,3322,106,51,4734,3322,105,0,1000,True,random-32-32-20-random-2.scen
150,random-32-32-20.map,planner,1,5078,3136,58,56,4510,3136,2,0,0,False,random-32-32-20-random-24.scen
150,random-32-32-20.map,planner,1,5078,3136,58,56,4510,3136,2,0,0,True,random-32-32-20-random-24.scen
150,random-32-32-20.map,planner,1,5078,3136,58,56,4510,3136,2,0,1,False,random-32-32-20-random-24.scen
150,random-32-32-20.map,planner,1,5220,3136,75,56,4351,3136,21,0,1,True,random-32-32-20-random-24.scen
150,random-32-32-20.map,planner,1,5078,3136,58,56,4510,3136,2,0,10,False,random-32-32-20-random-24.scen
150,random-32-32-20.map,planner,1,6084,3136,115,56,4581,3136,40,0,10,True,random-32-32-20-random-24.scen
150,random-32-32-20.map,planner,1,5078,3136,58,56,4510,3136,2,0,100,False,random-32-32-20-random-24.scen
150,random-32-32-20.map,planner,1,5295,3136,81,56,4403,3136,83,0,100,True,random-32-32-20-random-24.scen
150,random-32-32-20.map,planner,1,5078,3136,58,56,4510,3136,2,0,1000,False,random-32-32-20-random-24.scen
150,random-32-32-20.map,planner,1,5295,3136,81,56,4403,3136,86,0,1000,True,random-32-32-20-random-24.scen
150,random-32-32-20.map,planner,1,5450,3273,55,54,4634,3273,2,0,0,False,random-32-32-20-random-4.scen
150,random-32-32-20.map,planner,1,5450,3273,55,54,4634,3273,2,0,0,True,random-32-32-20-random-4.scen
150,random-32-32-20.map,planner,1,5450,3273,55,54,4634,3273,2,0,1,False,random-32-32-20-random-4.scen
150,random-32-32-20.map,planner,1,4875,3273,56,54,4247,3273,14,0,1,True,random-32-32-20-random-4.scen
150,random-32-32-20.map,planner,1,5450,3273,55,54,4634,3273,2,0,10,False,random-32-32-20-random-4.scen
150,random-32-32-20.map,planner,1,5055,3273,71,54,4324,3273,69,0,10,True,random-32-32-20-random-4.scen
150,random-32-32-20.map,planner,1,5450,3273,55,54,4634,3273,2,0,100,False,random-32-32-20-random-4.scen
150,random-32-32-20.map,planner,1,5130,3273,69,54,4323,3273,156,0,100,True,random-32-32-20-random-4.scen
150,random-32-32-20.map,planner,1,5450,3273,55,54,4634,3273,2,0,1000,False,random-32-32-20-random-4.scen
150,random-32-32-20.map,planner,1,4937,3273,62,54,4247,3273,1378,0,1000,True,random-32-32-20-random-4.scen
150,random-32-32-20.map,planner,1,5671,3485,60,48,5050,3485,3,0,0,False,random-32-32-20-random-1.scen
150,random-32-32-20.map,planner,1,5671,3485,60,48,5050,3485,3,0,0,True,random-32-32-20-random-1.scen
150,random-32-32-20.map,planner,1,5671,3485,60,48,5050,3485,4,0,1,False,random-32-32-20-random-1.scen
150,random-32-32-20.map,planner,1,5336,3485,68,48,4599,3485,17,0,1,True,random-32-32-20-random-1.scen
150,random-32-32-20.map,planner,1,5671,3485,60,48,5050,3485,3,0,10,False,random-32-32-20-random-1.scen
150,random-32-32-20.map,planner,1,5289,3485,85,48,4628,3485,53,0,10,True,random-32-32-20-random-1.scen
150,random-32-32-20.map,planner,1,5671,3485,60,48,5050,3485,3,0,100,False,random-32-32-20-random-1.scen
150,random-32-32-20.map,planner,1,5925,3485,97,48,4915,3485,210,0,100,True,random-32-32-20-random-1.scen
150,random-32-32-20.map,planner,1,5671,3485,60,48,5050,3485,3,0,1000,False,random-32-32-20-random-1.scen
150,random-32-32-20.map,planner,1,5649,3485,84,48,4673,3485,1247,0,1000,True,random-32-32-20-random-1.scen
150,random-32-32-20.map,planner,1,5541,3350,58,53,4916,3350,2,0,0,False,random-32-32-20-random-6.scen
150,random-32-32-20.map,planner,1,5541,3350,58,53,4916,3350,3,0,0,True,random-32-32-20-random-6.scen
150,random-32-32-20.map,planner,1,5541,3350,58,53,4916,3350,2,0,1,False,random-32-32-20-random-6.scen
150,random-32-32-20.map,planner,1,4979,3350,71,53,4466,3350,19,0,1,True,random-32-32-20-random-6.scen
150,random-32-32-20.map,planner,1,5541,3350,58,53,4916,3350,2,0,10,False,random-32-32-20-random-6.scen
150,random-32-32-20.map,planner,1,5144,3350,79,53,4524,3350,82,0,10,True,random-32-32-20-random-6.scen
150,random-32-32-20.map,planner,1,5541,3350,58,53,4916,3350,2,0,100,False,random-32-32-20-random-6.scen
150,random-32-32-20.map,planner,1,5041,3350,72,53,4459,3350,677,0,100,True,random-32-32-20-random-6.scen
150,random-32-32-20.map,planner,1,5541,3350,58,53,4916,3350,2,0,1000,False,random-32-32-20-random-6.scen
150,random-32-32-20.map,planner,1,5498,3350,102,53,4643,3350,2689,0,1000,True,random-32-32-20-random-6.scen
150,random-32-32-20.map,planner,1,5143,3166,59,56,4482,3166,2,0,0,False,random-32-32-20-random-10.scen
150,random-32-32-20.map,planner,1,5143,3166,59,56,4482,3166,3,0,0,True,random-32-32-20-random-10.scen
150,random-32-32-20.map,planner,1,5143,3166,59,56,4482,3166,2,0,1,False,random-32-32-20-random-10.scen
150,random-32-32-20.map,planner,1,5155,3166,80,56,4288,3166,17,0,1,True,random-32-32-20-random-10.scen
150,random-32-32-20.map,planner,1,5143,3166,59,56,4482,3166,2,0,10,False,random-32-32-20-random-10.scen
150,random-32-32-20.map,planner,1,4906,3166,60,56,4156,3166,22,0,10,True,random-32-32-20-random-10.scen
150,random-32-32-20.map,planner,1,5143,3166,59,56,4482,3166,2,0,100,False,random-32-32-20-random-10.scen
150,random-32-32-20.map,planner,1,5753,3166,105,56,4319,3166,104,0,100,True,random-32-32-20-random-10.scen
150,random-32-32-20.map,planner,1,5143,3166,59,56,4482,3166,2,0,1000,False,random-32-32-20-random-10.scen
150,random-32-32-20.map,planner,1,5753,3166,105,56,4319,3166,99,0,1000,True,random-32-32-20-random-10.scen
150,random-32-32-20.map,planner,1,5616,3412,62,58,4980,3412,3,0,0,False,random-32-32-20-random-19.scen
150,random-32-32-20.map,planner,1,5616,3412,62,58,4980,3412,3,0,0,True,random-32-32-20-random-19.scen
150,random-32-32-20.map,planner,1,5616,3412,62,58,4980,3412,3,0,1,False,random-32-32-20-random-19.scen
150,random-32-32-20.map,planner,1,4814,3412,60,58,4320,3412,13,0,1,True,random-32-32-20-random-19.scen
150,random-32-32-20.map,planner,1,5616,3412,62,58,4980,3412,3,0,10,False,random-32-32-20-random-19.scen
150,random-32-32-20.map,planner,1,5223,3412,72,58,4530,3412,100,0,10,True,random-32-32-20-random-19.scen
150,random-32-32-20.map,planner,1,5616,3412,62,58,4980,3412,3,0,100,False,random-32-32-20-random-19.scen
150,random-32-32-20.map,planner,1,4999,3412,60,58,4426,3412,422,0,100,True,random-32-32-20-random-19.scen
150,random-32-32-20.map,planner,1,5616,3412,62,58,4980,3412,2,0,1000,False,random-32-32-20-random-19.scen
150,random-32-32-20.map,planner,1,5033,3412,62,58,4430,3412,715,0,1000,True,random-32-32-20-random-19.scen
150,random-32-32-20.map,planner,1,5270,3367,52,46,4790,3367,2,0,0,False,random-32-32-20-random-20.scen
150,random-32-32-20.map,planner,1,5270,3367,52,46,4790,3367,3,0,0,True,random-32-32-20-random-20.scen
150,random-32-32-20.map,planner,1,5270,3367,52,46,4790,3367,2,0,1,False,random-32-32-20-random-20.scen
150,random-32-32-20.map,planner,1,5202,3367,72,46,4546,3367,22,0,1,True,random-32-32-20-random-20.scen
150,random-32-32-20.map,planner,1,5270,3367,52,46,4790,3367,2,0,10,False,random-32-32-20-random-20.scen
150,random-32-32-20.map,planner,1,5163,3367,62,46,4558,3367,201,0,10,True,random-32-32-20-random-20.scen
150,random-32-32-20.map,planner,1,5270,3367,52,46,4790,3367,2,0,100,False,random-32-32-20-random-20.scen
150,random-32-32-20.map,planner,1,5048,3367,62,46,4441,3367,1211,0,100,True,random-32-32-20-random-20.scen
150,random-32-32-20.map,planner,1,5270,3367,52,46,4790,3367,2,0,1000,False,random-32-32-20-random-20.scen
150,random-32-32-20.map,planner,1,5138,3367,69,46,4462,3367,7076,0,1000,True,random-32-32-20-random-20.scen
150,random-32-32-20.map,planner,1,5616,3387,62,60,4873,3387,2,0,0,False,random-32-32-20-random-12.scen
150,random-32-32-20.map,planner,1,5616,3387,62,60,4873,3387,3,0,0,True,random-32-32-20-random-12.scen
150,random-32-32-20.map,planner,1,5616,3387,62,60,4873,3387,2,0,1,False,random-32-32-20-random-12.scen
150,random-32-32-20.map,planner,1,5184,3387,64,60,4422,3387,16,0,1,True,random-32-32-20-random-12.scen
150,random-32-32-20.map,planner,1,5616,3387,62,60,4873,3387,2,0,10,False,random-32-32-20-random-12.scen
150,random-32-32-20.map,planner,1,5616,3387,62,60,4873,3387,2,0,10,True,random-32-32-20-random-12.scen
150,random-32-32-20.map,planner,1,5616,3387,62,60,4873,3387,2,0,100,False,random-32-32-20-random-12.scen
150,random-32-32-20.map,planner,1,5270,3387,79,60,4436,3387,536,0,100,True,random-32-32-20-random-12.scen
150,random-32-32-20.map,planner,1,5616,3387,62,60,4873,3387,2,0,1000,False,random-32-32-20-random-12.scen
150,random-32-32-20.map,planner,1,5725,3387,81,60,4783,3387,6089,0,1000,True,random-32-32-20-random-12.scen
150,random-32-32-20.map,planner,1,5732,3398,64,49,5014,3398,3,0,0,False,random-32-32-20-random-25.scen
150,random-32-32-20.map,planner,1,5732,3398,64,49,5014,3398,4,0,0,True,random-32-32-20-random-25.scen
150,random-32-32-20.map,planner,1,5732,3398,64,49,5014,3398,4,0,1,False,random-32-32-20-random-25.scen
150,random-32-32-20.map,planner,1,5081,3398,60,49,4426,3398,16,0,1,True,random-32-32-20-random-25.scen
150,random-32-32-20.map,planner,1,5732,3398,64,49,5014,3398,3,0,10,False,random-32-32-20-random-25.scen
150,random-32-32-20.map,planner,1,5371,3398,70,49,4615,3398,139,0,10,True,random-32-32-20-random-25.scen
150,random-32-32-20.map,planner,1,5732,3398,64,49,5014,3398,3,0,100,False,random-32-32-20-random-25.scen
150,random-32-32-20.map,planner,1,5654,3398,97,49,4759,3398,986,0,100,True,random-32-32-20-random-25.scen
150,random-32-32-20.map,planner,1,5732,3398,64,49,5014,3398,3,0,1000,False,random-32-32-20-random-25.scen
150,random-32-32-20.map,planner,1,5346,3398,77,49,4613,3398,2177,0,1000,True,random-32-32-20-random-25.scen
150,random-32-32-20.map,planner,1,5808,3304,74,48,4964,3304,17,0,0,False,random-32-32-20-random-22.scen
150,random-32-32-20.map,planner,1,5808,3304,74,48,4964,3304,17,0,0,True,random-32-32-20-random-22.scen
150,random-32-32-20.map,planner,1,5808,3304,74,48,4964,3304,17,0,1,False,random-32-32-20-random-22.scen
150,random-32-32-20.map,planner,1,6224,3304,115,48,4825,3304,47,0,1,True,random-32-32-20-random-22.scen
150,random-32-32-20.map,planner,1,5808,3304,74,48,4964,3304,17,0,10,False,random-32-32-20-random-22.scen
150,random-32-32-20.map,planner,1,6436,3304,120,48,4949,3304,155,0,10,True,random-32-32-20-random-22.scen
150,random-32-32-20.map,planner,1,5808,3304,74,48,4964,3304,17,0,100,False,random-32-32-20-random-22.scen
150,random-32-32-20.map,planner,1,5190,3304,57,48,4473,3304,1073,0,100,True,random-32-32-20-random-22.scen
150,random-32-32-20.map,planner,1,5808,3304,74,48,4964,3304,16,0,1000,False,random-32-32-20-random-22.scen
150,random-32-32-20.map,planner,1,5512,3304,93,48,4537,3304,7601,0,1000,True,random-32-32-20-random-22.scen
150,random-32-32-20.map,planner,1,5243,3286,63,43,4603,3286,2,0,0,False,random-32-32-20-random-21.scen
150,random-32-32-20.map,planner,1,5243,3286,63,43,4603,3286,3,0,0,True,random-32-32-20-random-21.scen
150,random-32-32-20.map,planner,1,5243,3286,63,43,4603,3286,2,0,1,False,random-32-32-20-random-21.scen
150,random-32-32-20.map,planner,1,4816,3286,59,43,4308,3286,20,0,1,True,random-32-32-20-random-21.scen
150,random-32-32-20.map,planner,1,5243,3286,63,43,4603,3286,2,0,10,False,random-32-32-20-random-21.scen
150,random-32-32-20.map,planner,1,4792,3286,59,43,4252,3286,76,0,10,True,random-32-32-20-random-21.scen
150,random-32-32-20.map,planner,1,5243,3286,63,43,4603,3286,2,0,100,False,random-32-32-20-random-21.scen
150,random-32-32-20.map,planner,1,4567,3286,60,43,4188,3286,196,0,100,True,random-32-32-20-random-21.scen
150,random-32-32-20.map,planner,1,5243,3286,63,43,4603,3286,2,0,1000,False,random-32-32-20-random-21.scen
150,random-32-32-20.map,planner,1,4567,3286,60,43,4188,3286,193,0,1000,True,random-32-32-20-random-21.scen
150,random-32-32-20.map,planner,1,5009,3407,60,51,4600,3407,2,0,0,False,random-32-32-20-random-13.scen
150,random-32-32-20.map,planner,1,5009,3407,60,51,4600,3407,2,0,0,True,random-32-32-20-random-13.scen
150,random-32-32-20.map,planner,1,5009,3407,60,51,4600,3407,2,0,1,False,random-32-32-20-random-13.scen
150,random-32-32-20.map,planner,1,4962,3407,62,51,4378,3407,9,0,1,True,random-32-32-20-random-13.scen
150,random-32-32-20.map,planner,1,5009,3407,60,51,4600,3407,2,0,10,False,random-32-32-20-random-13.scen
150,random-32-32-20.map,planner,1,6213,3407,123,51,5013,3407,88,0,10,True,random-32-32-20-random-13.scen
150,random-32-32-20.map,planner,1,5009,3407,60,51,4600,3407,2,0,100,False,random-32-32-20-random-13.scen
150,random-32-32-20.map,planner,1,5285,3407,74,51,4527,3407,168,0,100,True,random-32-32-20-random-13.scen
150,random-32-32-20.map,planner,1,5009,3407,60,51,4600,3407,2,0,1000,False,random-32-32-20-random-13.scen
150,random-32-32-20.map,planner,1,5285,3407,74,51,4527,3407,179,0,1000,True,random-32-32-20-random-13.scen
150,random-32-32-20.map,planner,1,5844,3249,69,53,5254,3249,3,0,0,False,random-32-32-20-random-17.scen
150,random-32-32-20.map,planner,1,5844,3249,69,53,5254,3249,3,0,0,True,random-32-32-20-random-17.scen
150,random-32-32-20.map,planner,1,5844,3249,69,53,5254,3249,3,0,1,False,random-32-32-20-random-17.scen
150,random-32-32-20.map,planner,1,5669,3249,95,53,4808,3249,28,0,1,True,random-32-32-20-random-17.scen
150,random-32-32-20.map,planner,1,5844,3249,69,53,5254,3249,3,0,10,False,random-32-32-20-random-17.scen
150,random-32-32-20.map,planner,1,5811,3249,93,53,4925,3249,191,0,10,True,random-32-32-20-random-17.scen
150,random-32-32-20.map,planner,1,5844,3249,69,53,5254,3249,3,0,100,False,random-32-32-20-random-17.scen
150,random-32-32-20.map,planner,1,5297,3249,70,53,4586,3249,1597,0,100,True,random-32-32-20-random-17.scen
150,random-32-32-20.map,planner,1,5844,3249,69,53,5254,3249,3,0,1000,False,random-32-32-20-random-17.scen
150,random-32-32-20.map,planner,1,6020,3249,102,53,4935,3249,8885,0,1000,True,random-32-32-20-random-17.scen
150,random-32-32-20.map,planner,1,5928,3370,81,50,5257,3370,7,0,0,False,random-32-32-20-random-9.scen
150,random-32-32-20.map,planner,1,5928,3370,81,50,5257,3370,7,0,0,True,random-32-32-20-random-9.scen
150,random-32-32-20.map,planner,1,5928,3370,81,50,5257,3370,7,0,1,False,random-32-32-20-random-9.scen
150,random-32-32-20.map,planner,1,5956,3370,103,50,5002,3370,31,0,1,True,random-32-32-20-random-9.scen
150,random-32-32-20.map,planner,1,5928,3370,81,50,5257,3370,7,0,10,False,random-32-32-20-random-9.scen
150,random-32-32-20.map,planner,1,5612,3370,81,50,4840,3370,173,0,10,True,random-32-32-20-random-9.scen
150,random-32-32-20.map,planner,1,5928,3370,81,50,5257,3370,7,0,100,False,random-32-32-20-random-9.scen
150,random-32-32-20.map,planner,1,7461,3370,149,50,5712,3370,1446,0,100,True,random-32-32-20-random-9.scen
150,random-32-32-20.map,planner,1,5928,3370,81,50,5257,3370,7,0,1000,False,random-32-32-20-random-9.scen
150,random-32-32-20.map,planner,1,6734,3370,133,50,5170,3370,10403,0,1000,True,random-32-32-20-random-9.scen
150,random-32-32-20.map,planner,1,5857,3371,62,52,5107,3371,2,0,0,False,random-32-32-20-random-15.scen
150,random-32-32-20.map,planner,1,5857,3371,62,52,5107,3371,3,0,0,True,random-32-32-20-random-15.scen
150,random-32-32-20.map,planner,1,5857,3371,62,52,5107,3371,3,0,1,False,random-32-32-20-random-15.scen
150,random-32-32-20.map,planner,1,5429,3371,69,52,4781,3371,28,0,1,True,random-32-32-20-random-15.scen
150,random-32-32-20.map,planner,1,5857,3371,62,52,5107,3371,3,0,10,False,random-32-32-20-random-15.scen
150,random-32-32-20.map,planner,1,5340,3371,57,52,4630,3371,224,0,10,True,random-32-32-20-random-15.scen
150,random-32-32-20.map,planner,1,5857,3371,62,52,5107,3371,2,0,100,False,random-32-32-20-random-15.scen
150,random-32-32-20.map,planner,1,5425,3371,77,52,4716,3371,2225,0,100,True,random-32-32-20-random-15.scen
150,random-32-32-20.map,planner,1,5857,3371,62,52,5107,3371,2,0,1000,False,random-32-32-20-random-15.scen
150,random-32-32-20.map,planner,1,5293,3371,55,52,4678,3371,18391,0,1000,True,random-32-32-20-random-15.scen
150,random-32-32-20.map,planner,1,5294,3257,50,48,4753,3257,2,0,0,False,random-32-32-20-random-7.scen
150,random-32-32-20.map,planner,1,5294,3257,50,48,4753,3257,2,0,0,True,random-32-32-20-random-7.scen
150,random-32-32-20.map,planner,1,5294,3257,50,48,4753,3257,2,0,1,False,random-32-32-20-random-7.scen
150,random-32-32-20.map,planner,1,5086,3257,80,48,4611,3257,25,0,1,True,random-32-32-20-random-7.scen
150,random-32-32-20.map,planner,1,5294,3257,50,48,4753,3257,2,0,10,False,random-32-32-20-random-7.scen
150,random-32-32-20.map,planner,1,5106,3257,59,48,4513,3257,182,0,10,True,random-32-32-20-random-7.scen
150,random-32-32-20.map,planner,1,5294,3257,50,48,4753,3257,2,0,100,False,random-32-32-20-random-7.scen
150,random-32-32-20.map,planner,1,5598,3257,84,48,4647,3257,1601,0,100,True,random-32-32-20-random-7.scen
150,random-32-32-20.map,planner,1,5294,3257,50,48,4753,3257,2,0,1000,False,random-32-32-20-random-7.scen
150,random-32-32-20.map,planner,1,5308,3257,62,48,4509,3257,11219,0,1000,True,random-32-32-20-random-7.scen
150,random-32-32-20.map,planner,1,5197,3417,59,54,4720,3417,2,0,0,False,random-32-32-20-random-14.scen
150,random-32-32-20.map,planner,1,5197,3417,59,54,4720,3417,3,0,0,True,random-32-32-20-random-14.scen
150,random-32-32-20.map,planner,1,5197,3417,59,54,4720,3417,2,0,1,False,random-32-32-20-random-14.scen
150,random-32-32-20.map,planner,1,5294,3417,77,54,4609,3417,18,0,1,True,random-32-32-20-random-14.scen
150,random-32-32-20.map,planner,1,5197,3417,59,54,4720,3417,2,0,10,False,random-32-32-20-random-14.scen
150,random-32-32-20.map,planner,1,5270,3417,75,54,4561,3417,51,0,10,True,random-32-32-20-random-14.scen
150,random-32-32-20.map,planner,1,5197,3417,59,54,4720,3417,2,0,100,False,random-32-32-20-random-14.scen
150,random-32-32-20.map,planner,1,5023,3417,55,54,4463,3417,241,0,100,True,random-32-32-20-random-14.scen
150,random-32-32-20.map,planner,1,5197,3417,59,54,4720,3417,2,0,1000,False,random-32-32-20-random-14.scen
150,random-32-32-20.map,planner,1,5311,3417,86,54,4564,3417,2021,0,1000,True,random-32-32-20-random-14.scen
150,random-32-32-20.map,planner,1,5387,3306,58,51,4761,3306,2,0,0,False,random-32-32-20-random-18.scen
150,random-32-32-20.map,planner,1,5387,3306,58,51,4761,3306,3,0,0,True,random-32-32-20-random-18.scen
150,random-32-32-20.map,planner,1,5387,3306,58,51,4761,3306,2,0,1,False,random-32-32-20-random-18.scen
150,random-32-32-20.map,planner,1,4704,3306,51,51,4220,3306,9,0,1,True,random-32-32-20-random-18.scen
150,random-32-32-20.map,planner,1,5387,3306,58,51,4761,3306,2,0,10,False,random-32-32-20-random-18.scen
150,random-32-32-20.map,planner,1,4746,3306,51,51,4197,3306,16,0,10,True,random-32-32-20-random-18.scen
150,random-32-32-20.map,planner,1,5387,3306,58,51,4761,3306,2,0,100,False,random-32-32-20-random-18.scen
150,random-32-32-20.map,planner,1,4746,3306,51,51,4197,3306,16,0,100,True,random-32-32-20-random-18.scen
150,random-32-32-20.map,planner,1,5387,3306,58,51,4761,3306,3,0,1000,False,random-32-32-20-random-18.scen
150,random-32-32-20.map,planner,1,4746,3306,51,51,4197,3306,17,0,1000,True,random-32-32-20-random-18.scen
150,random-32-32-20.map,planner,1,5927,3369,64,49,5080,3369,3,0,0,False,random-32-32-20-random-23.scen
150,random-32-32-20.map,planner,1,5927,3369,64,49,5080,3369,3,0,0,True,random-32-32-20-random-23.scen
150,random-32-32-20.map,planner,1,5927,3369,64,49,5080,3369,3,0,1,False,random-32-32-20-random-23.scen
150,random-32-32-20.map,planner,1,5496,3369,58,49,4719,3369,25,0,1,True,random-32-32-20-random-23.scen
150,random-32-32-20.map,planner,1,5927,3369,64,49,5080,3369,2,0,10,False,random-32-32-20-random-23.scen
150,random-32-32-20.map,planner,1,6799,3369,129,49,5232,3369,208,0,10,True,random-32-32-20-random-23.scen
150,random-32-32-20.map,planner,1,5927,3369,64,49,5080,3369,2,0,100,False,random-32-32-20-random-23.scen
150,random-32-32-20.map,planner,1,5515,3369,88,49,4599,3369,1706,0,100,True,random-32-32-20-random-23.scen
150,random-32-32-20.map,planner,1,5927,3369,64,49,5080,3369,3,0,1000,False,random-32-32-20-random-23.scen
150,random-32-32-20.map,planner,1,6267,3369,98,49,4845,3369,15546,0,1000,True,random-32-32-20-random-23.scen
150,random-32-32-20.map,planner,1,5593,3412,58,58,4970,3412,2,0,0,False,random-32-32-20-random-5.scen
150,random-32-32-20.map,planner,1,5593,3412,58,58,4970,3412,3,0,0,True,random-32-32-20-random-5.scen
150,random-32-32-20.map,planner,1,5593,3412,58,58,4970,3412,2,0,1,False,random-32-32-20-random-5.scen
150,random-32-32-20.map,planner,1,5593,3412,58,58,4970,3412,2,0,1,True,random-32-32-20-random-5.scen
150,random-32-32-20.map,planner,1,5593,3412,58,58,4970,3412,2,0,10,False,random-32-32-20-random-5.scen
150,random-32-32-20.map,planner,1,6687,3412,120,58,5274,3412,141,0,10,True,random-32-32-20-random-5.scen
150,random-32-32-20.map,planner,1,5593,3412,58,58,4970,3412,3,0,100,False,random-32-32-20-random-5.scen
150,random-32-32-20.map,planner,1,5572,3412,89,58,4734,3412,1246,0,100,True,random-32-32-20-random-5.scen
150,random-32-32-20.map,planner,1,5593,3412,58,58,4970,3412,2,0,1000,False,random-32-32-20-random-5.scen
150,random-32-32-20.map,planner,1,5593,3412,58,58,4970,3412,2,0,1000,True,random-32-32-20-random-5.scen
150,random-32-32-20.map,planner,1,5309,3411,61,50,4794,3411,2,0,0,False,random-32-32-20-random-8.scen
150,random-32-32-20.map,planner,1,5309,3411,61,50,4794,3411,3,0,0,True,random-32-32-20-random-8.scen
150,random-32-32-20.map,planner,1,5309,3411,61,50,4794,3411,2,0,1,False,random-32-32-20-random-8.scen
150,random-32-32-20.map,planner,1,5410,3411,71,50,4621,3411,33,0,1,True,random-32-32-20-random-8.scen
150,random-32-32-20.map,planner,1,5309,3411,61,50,4794,3411,2,0,10,False,random-32-32-20-random-8.scen
150,random-32-32-20.map,planner,1,5259,3411,79,50,4681,3411,172,0,10,True,random-32-32-20-random-8.scen
150,random-32-32-20.map,planner,1,5309,3411,61,50,4794,3411,3,0,100,False,random-32-32-20-random-8.scen
150,random-32-32-20.map,planner,1,4993,3411,57,50,4481,3411,1247,0,100,True,random-32-32-20-random-8.scen
150,random-32-32-20.map,planner,1,5309,3411,61,50,4794,3411,3,0,1000,False,random-32-32-20-random-8.scen
150,random-32-32-20.map,planner,1,5127,3411,66,50,4591,3411,11695,0,1000,True,random-32-32-20-random-8.scen
150,random-32-32-20.map,planner,1,5823,3268,65,57,5070,3268,3,0,0,False,random-32-32-20-random-16.scen
150,random-32-32-20.map,planner,1,5823,3268,65,57,5070,3268,3,0,0,True,random-32-32-20-random-16.scen
150,random-32-32-20.map,planner,1,5823,3268,65,57,5070,3268,3,0,1,False,random-32-32-20-random-16.scen
150,random-32-32-20.map,planner,1,6303,3268,100,57,4989,3268,28,0,1,True,random-32-32-20-random-16.scen
150,random-32-32-20.map,planner,1,5823,3268,65,57,5070,3268,3,0,10,False,random-32-32-20-random-16.scen
150,random-32-32-20.map,planner,1,6556,3268,105,57,5191,3268,237,0,10,True,random-32-32-20-random-16.scen
150,random-32-32-20.map,planner,1,5823,3268,65,57,5070,3268,2,0,100,False,random-32-32-20-random-16.scen
150,random-32-32-20.map,planner,1,6598,3268,117,57,5104,3268,1586,0,100,True,random-32-32-20-random-16.scen
150,random-32-32-20.map,planner,1,5823,3268,65,57,5070,3268,3,0,1000,False,random-32-32-20-random-16.scen
150,random-32-32-20.map,planner,1,6378,3268,135,57,5054,3268,9744,0,1000,True,random-32-32-20-random-16.scen
150,random-32-32-20.map,planner,1,5389,3327,58,55,4850,3327,2,0,0,False,random-32-32-20-random-11.scen
150,random-32-32-20.map,planner,1,5389,3327,58,55,4850,3327,3,0,0,True,random-32-32-20-random-11.scen
150,random-32-32-20.map,planner,1,5389,3327,58,55,4850,3327,2,0,1,False,random-32-32-20-random-11.scen
